abuʃan	abușan
violent	violent
violet	violet
viperə	viperă
vipt	vipt
viral	viral
virdʒin	virgin
virdʒinal	virginal
virdʒinə	virgină
viril	viril
virile	virile
virilitate̯a	virilitatea
virilitətsi	virilității
virnants	virnanț
viroloɡ	virolog
viroloɡə	virologă
virotik	virotic
virozə	viroză
virtuos	virtuos
virus	virus
visare	visare
viskozitate	viscozitate
vitaminə	vitamină
vite̯az	viteaz
vitezə	viteză
vitikultor	viticultor
vitreɡ	vitreg
vitrinə	vitrină
vitə	vită
viw	viu
vizibil	vizibil
vizitiw	vizitiu
viʃin	vișin
viʃinə	vișină
vitsə	viță
vlaɡə	vlagă
vloɡər	vlogger
vləstar	vlăstar
vo̯astre	voastre
votʃe	voce
votʃe̯a	vocea
voje	voie
vojnik	voinic
vointsə	voință
vojos	voios
volburə	volbură
vo̞ltaʒ	voltaj
voma	voma
vomə	vomă
vopsi	vopsi
vopsitor	vopsitor
vor	vor
vorbe̯aw	vorbeau
vorbeʃte	vorbește
vorbi	vorbi
vorbitor	vorbitor
vorbə	vorbă
vorbərets	vorbăreț
vorteks	vortex
vostru	vostru
vowə	vouă
voʃtri	voștri
vraʒə	vrajă
vre̯a	vrea
vre̯aw	vreau
vrednik	vrednic
vremelnik	vremelnic
vre̯o	vreo
vreun	vreun
vre̯un	vreun
vro	vro
vrun	vrun
vrut	vrut
vrəbioj	vrăbioi
vrəʒitor	vrăjitor
vui	vui
vulkan	vulcan
vulkanoloɡ	vulcanolog
vulkanoloɡə	vulcanologă
vulɡar	vulgar
vulnerabil	vulnerabil
vulnerabilitate	vulnerabilitate
vɨltʃed	vâlced
vɨnat	vânat
vɨnʒos	vânjos
vɨnos	vânos
vɨntos	vântos
vɨnə	vână
vɨnət	vânăt
vɨnətor	vânător
vɨnətorj	vânători
vɨnətə	vânătă
vɨrf	vârf
vɨrtos	vârtos
vɨskos	vâscos
vɨskozitate	vâscozitate
və	vă
vəkar	văcar
vəkarj	văcari
vəkəritsə	văcăriță
vədos	vădos
vəduv	văduv
vəduvə	văduvă
vəij	văii
vəile	văile
vər	văr
vəratik	văratic
vərɡat	vărgat
vərui	vărui
vətraj	vătrai
vəzutsj	văzuți
u	w
v	w
w	w
ujkend	weekend
wikend	weekend
ujski	whisky
wiski	whisky
ks	x
ɡz	x
ksilolodʒie	xilologie
z	z
zadar	zadar
zadarnik	zadarnic
zahər	zahăr
zahəru	zahărul
zahərul	zahărul
zambian	zambian
zare	zare
zarf	zarf
zariʃte	zariște
zarzam	zarzam
zarzavadʒwai̯kə	zarzavagioaică
zarzavadʒiw	zarzavagiu
zarzərə	zarzără
zbate	zbate
zbitʃi	zbici
zbjera	zbiera
zbjerat	zbierat
zboru	zborul
zborul	zborul
zbura	zbura
zdravən	zdravăn
zdruntʃina	zdruncina
zdrənɡəni	zdrăngăni
ze̯amə	zeamă
zebrə	zebră
zetʃe	zece
zetʃe̯a	zecea
zetʃele̯a	zecelea
zetʃj	zeci
zetʃimal	zecimal
zetʃime	zecime
zeitsə	zeiță
zemos	zemos
zer	zer
zero	zero
zevzek	zevzec
zɡlobior	zglobior
zɡomotos	zgomotos
zɡɨltsɨi	zgâlțâi
zɡɨrtʃit	zgârcit
zɡəw	zgău
zɡəurj	zgăuri
zi	zi
ziarist	ziarist
zibelinə	zibelină
zikalə	zicală
zitʃe	zice
zikə	zică
ziɡot	zigot
zimbru	zimbru
zink	zinc
zirkon	zircon
zirkonitə	zirconită
zmeurə	zmeură
zodiakal	zodiacal
zooloɡ	zoolog
zooloɡə	zoologă
zoonomie	zoonomie
zorj	zori
zuɡrəvi	zugrăvi
zvelt	zvelt
zvon	zvon
zvəpəjat	zvăpăiat
zɨmbet	zâmbet
zɨmbi	zâmbi
zɨrnə	zârnă
zɨzanie	zâzanie
zəbalə	zăbală
zəɡan	zăgan
zənatik	zănatic
zəpətʃe̯alə	zăpăceală
zəpətʃit	zăpăcit
zəw	zău
ɨ	â
ɨ	î
ɨntorkətoru	întorcătoru
ɨntunerik	întuneric
ɨ	â
ɨ	î
ɨl	îl
ɨmbelʃuɡat	îmbelșugat
ɨmbietor	îmbietor
ɨmbolnəvi	îmbolnăvi
ɨmbrəka	îmbrăca
ɨmbukəturə	îmbucătură
ɨmbətat	îmbătat
ɨmbətrɨni	îmbătrâni
ɨmbətrɨnit	îmbătrânit
ɨmbətətor	îmbătător
ɨmj	îmi
ɨmpaketa	împacheta
ɨmpindʒe	împinge
ɨmpodobi	împodobi
ɨmpreʒur	împrejur
ɨmpreʒura	împrejura
ɨmpreʒurare	împrejurare
ɨmpreʒurərj	împrejurări
ɨmpreuna	împreuna
ɨmpreunə	împreună
ɨmputsit	împuțit
ɨmpəka	împăca
ɨmpəjenʒeni	împăienjeni
ɨmpərat	împărat
ɨmpərətesk	împărătesc
ɨmpərəteʃte	împărătește
ɨmpərətsie	împărăție
ɨn	în
ɨnainte	înainte
ɨnalt	înalt
ɨnapoj	înapoi
ɨnavutsi	înavuți
ɨnkartʃera	încarcera
ɨntʃeput	început
ɨntʃerka	încerca
ɨntʃerkare	încercare
ɨntʃet	încet
ɨntʃeta	înceta
ɨntʃetiʃor	încetișor
ɨnkina	închina
ɨŋcinətor	închinător
ɨŋkis	închis
ɨnkiso̯are	închisoare
ɨntʃins	încins
ɨnkolo	încolo
ɨnkorona	încorona
ɨnkrede	încrede
ɨnkredere	încredere
ɨnkredere̯a	încrederea
ɨnkrederj	încrederi
ɨnkrederij	încrederii
ɨnkremeni	încremeni
ɨnkrezətor	încrezător
ɨnkrutʃiʃa	încrucișa
ɨnkuja	încuia
ɨnkumeta	încumeta
ɨnkumetə	încumetă
ɨnkurka	încurca
ɨnkɨntətor	încântător
ɨnkɨt	încât
ɨnkə	încă
ɨnkəpe̯a	încăpea
ɨnkəpətor	încăpător
ɨŋkəpətsɨnat	încăpățânat
ɨnkətuʃa	încătușa
ɨndatə	îndată
ɨndeaʒuns	îndeajuns
ɨndemna	îndemna
ɨndeosebj	îndeosebi
ɨndepərta	îndepărta
ɨndepərtat	îndepărtat
ɨndobitotʃi	îndobitoci
ɨndoi	îndoi
ɨndoj	îndoi
ɨndojalə	îndoială
ɨndojelnik	îndoielnic
ɨndoit	îndoit
ɨndoiturə	îndoitură
ɨndopa	îndopa
ɨndrepta	îndrepta
ɨndrəɡosti	îndrăgosti
ɨndrəznets	îndrăzneț
ɨndura	îndura
ɨndərətnik	îndărătnic
ɨnfiɡərets	înfigăreț
ɨnfipt	înfipt
ɨnflori	înflori
ɨnfloritor	înfloritor
ɨnfokat	înfocat
ɨnfometa	înfometa
ɨnfrikoʃa	înfricoșa
ɨnfrumusetsa	înfrumuseța
ɨnfrumusetsare	înfrumusețare
ɨnfrɨna	înfrâna
ɨnfrɨndʒe	înfrânge
ɨnfəʃa	înfășa
ɨnfəʃura	înfășura
ɨnfətsiʃare	înfățișare
ɨndʒer	înger
ɨndʒere̯askə	îngerească
ɨndʒeresk	îngeresc
ɨndʒereʃte	îngerește
ɨndʒereʃtj	îngerești
ɨnɡetsa	îngheța
ɨŋɟetsat	înghețat
ɨnɡitsi	înghiți
ɨnɡitsiturə	înghițitură
ɨŋɡriʒit	îngrijit
ɨnɡriʒorətor	îngrijorător
ɨnɡropətʃune	îngropăciune
ɨŋɡrozitor	îngrozitor
ɨŋɡust	îngust
ɨŋɡɨmfat	îngâmfat
ɨnʒosi	înjosi
ɨnʒumətətsi	înjumătăți
ɨnləkrimat	înlăcrimat
ɨnotətor	înotător
ɨnotətorj	înotători
ɨnroʃit	înroșit
ɨnrɨuri	înrâuri
ɨnrədətʃina	înrădăcina
ɨnsemna	însemna
ɨnsemnətate	însemnătate
ɨnsorit	însorit
ɨnsotsi	însoți
ɨnspre	înspre
ɨnstelat	înstelat
ɨnstrəinare	înstrăinare
ɨnsə	însă
ɨnsəmɨntsa	însămânța
ɨnsənətoʃi	însănătoși
ɨnsərtʃinat	însărcinat
ɨnsərtʃinatə	însărcinată
ɨntemeja	întemeia
ɨntemejere	întemeiere
ɨntemejetor	întemeietor
ɨntineri	întineri
ɨntins	întins
ɨntinsa	întinsa
ɨntinse	întinse
ɨntinsul	întinsul
ɨntinsə	întinsă
ɨntinʃj	întinși
ɨnto̯artʃe	întoarce
ɨntorkətor	întorcător
ɨntors	întors
ɨntort	întort
ɨntre	între
ɨntre̯aɡə	întreagă
ɨntrebuintsa	întrebuința
ɨntretʃere	întrecere
ɨntreɡ	întreg
ɨntredʒime	întregime
ɨntreprinde	întreprinde
ɨntreprindere	întreprindere
ɨntreprinderj	întreprinderi
ɨntrista	întrista
ɨntru	întru
ɨntrukɨt	întrucât
ɨntrukɨtva	întrucâtva
ɨntunekat	întunecat
ɨntunerik	întuneric
ɨntɨj	întâi
ɨntɨjetate	întâietate
ɨntɨjetətsj	întâietăți
ɨntɨlni	întâlni
ɨntɨmplat	întâmplat
ɨntɨrziere	întârziere
ɨnuntru	înuntru
ɨnvekit	învechit
ɨnveli	înveli
ɨnveliʃ	înveliș
ɨnveliʃurj	învelișuri
ɨnveninat	înveninat
ɨnveʃmɨnta	înveșmânta
ɨnvindʒe	învinge
ɨnviŋɡətor	învingător
ɨnvins	învins
ɨnvoi	învoi
ɨnvolt	învolt
ɨnvɨrt	învârt
ɨnvətsat	învățat
ɨnzetʃi	înzeci
ɨnzestrat	înzestrat
ɨnəltsətor	înălțător
ɨnʃtiintsa	înștiința
ɨntseledʒe	înțelege
ɨntseledʒetsj	înțelegeți
ɨntseleɡətor	înțelegător
ɨntselept	înțelept
ɨntsərka	înțărca
ɨʃj	își
ə	ă
ə	ă
əja	ăia
əl	ăl
əleja	ăleia
əlora	ălora
əluja	ăluia
əst	ăst
əstora	ăstora
əstuja	ăstuia
tse	ţ
ʃ	ș
ʃoldəneʃtj	șoldănești
ʃtefan	ștefan
ʃ	ș
ʃa	șa
ʃablon	șablon
ʃah	șah
ʃajbə	șaibă
ʃajsprezetʃe	șaisprezece
ʃajsprezetʃe̯a	șaisprezecea
ʃajsprezetʃele̯a	șaisprezecelea
ʃajsprezetʃime	șaisprezecime
ʃajzetʃe̯a	șaizecea
ʃajzetʃj	șaizeci
ʃajzetʃile̯a	șaizecilea
ʃajʃpe	șaișpe
ʃajʃpe̯a	șaișpea
ʃajʃpele̯a	șaișpelea
ʃal	șal
ʃamo̯a	șamoa
ʃampanie	șampanie
ʃapte	șapte
ʃapte̯a	șaptea
ʃaptele̯a	șaptelea
ʃaptesprezetʃe	șaptesprezece
ʃaptesprezetʃe̯a	șaptesprezecea
ʃaptesprezetʃele̯a	șaptesprezecelea
ʃaptezetʃe̯a	șaptezecea
ʃaptezetʃj	șaptezeci
ʃaptezetʃile̯a	șaptezecilea
ʃapteʃpe	șapteșpe
ʃapteʃpe̯a	șapteșpea
ʃapteʃpele̯a	șapteșpelea
ʃase	șase
ʃase̯a	șasea
ʃasele̯a	șaselea
ʃke̯au̯	șcheau
ʃcop	șchiop
ʃko̯alə	școală
ʃkolar	școlar
ʃede̯a	ședea
ʃedintsə	ședință
ʃefulikə	șefulică
ʃeptime	șeptime
ʃervet	șervet
ʃervete	șervete
ʃervetsel	șervețel
ʃervetsele	șervețele
ʃes	șes
ʃesime	șesime
ʃevalet	șevalet
ʃezut	șezut
ʃi	și
ʃiklu	șiclu
ʃiklurj	șicluri
ʃipok	șipoc
ʃireɡle	șiregle
ʃireɡlə	șireglă
ʃiret	șiret
ʃirezlə	șirezlă
ʃirə	șiră
ʃits	șiț
ʃle̯aw	șleau
ʃmeker	șmecher
ʃo̯aretʃe	șoarece
ʃobolan	șobolan
ʃojm	șoim
ʃontɨk	șontâc
ʃopɨrlə	șopârlă
ʃorikar	șoricar
ʃose̯a	șosea
ʃosele	șosele
ʃosetə	șosetă
ʃovəi	șovăi
ʃterpeli	șterpeli
ʃters	șters
ʃterʃj	șterși
ʃti	ști
ʃtiintsə	știință
ʃtirb	știrb
ʃtire	știre
ʃtjukə	știucă
ʃtiutor	știutor
ʃtrenɡar	ștrengar
ʃubred	șubred
ʃuɡui	șugui
ʃutitor	șutitor
ʃuvitsə	șuviță
ts	ț
ts	ț
tsaɡlə	țaglă
tsambal	țambal
tsandərə	țandără
tsar	țar
tsark	țarc
tsarinə	țarină
tsartsam	țarțam
tse̯apən	țeapăn
tse̯astə	țeastă
tseline	țeline
tselinə	țelină
tsesto̯asə	țestoasă
tsestos	țestos
tsiɡaje	țigaie
tsiɡan	țigan
tsiɡaŋkə	țigancă
tsiɡanj	țigani
tsiɡarə	țigară
tsiɡəne̯askə	țigănească
tsiɡənesk	țigănesc
tsiɡəneʃte	țigănește
tsiɡəneʃtj	țigănești
tsiɡəni	țigăni
tsiɡənie	țigănie
tsine	ține
tsinere	ținere
tsinerj	țineri
tsinut	ținut
tsipa	țipa
tsipar	țipar
tsitsej	țiței
tsujkə	țuică
tsurtsur	țurțur
tsɨntsar	țânțar
tsərankə	țărancă
tsərile	țările
tsərilor	țărilor
tsərɨnə	țărână
tsərəne̯askə	țărănească
tsərənesk	țărănesc
tsərəneʃte	țărănește
tsərəneʃtj	țărănești
tsərənoj	țărănoi
